national_team,team_code,group,roster_player,roster_position,roster_club,matched_player,club,league,season,matches_played,minutes,goals,assists,shots,key_passes,xg,npxg,xa,xg_per90,xa_per90,source,source_url,last_verified,match_confidence,recommended_weight,notes
Haiti,HAI,C,Duckens NAZON,FW,Esteghlal Tehran FC (IRN),Duckens Nazon,Esteghlal,Persian Gulf Pro League,2025/2026,10,476,1,1,,,,,,,,FootyStats,https://footystats.org/players/haiti/duckens-nazon,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Amirmohammad RAZAGHINIA,MF,Esteghlal Tehran FC (IRN),Amir Mohammad Razzaghinia,Esteghlal,Persian Gulf Pro League,2025/2026,20,1419,0,0,,,,,,,,FootyStats,https://footystats.org/players/iran/amir-mohammad-razzaghinia,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Roozbeh CHESHMI,MF,Esteghlal Tehran FC (IRN),Rouzbeh Cheshmi,Esteghlal,Persian Gulf Pro League,2025/2026,15,1073,1,0,,,,,,,,FootyStats,https://footystats.org/players/iran/rouzbeh-cheshmi,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Saleh HARDANI,DF,Esteghlal Tehran FC (IRN),Saleh Hardani,Esteghlal,Persian Gulf Pro League,2025/2026,18,1506,0,2,,,,,,,,FootyStats,https://footystats.org/players/iran/saleh-hardani,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Ali NEMATI,DF,Foolad Khuzestan FC (IRN),Ali Nemati,Foolad,Persian Gulf Pro League,2025/2026,19,1638,0,0,,,,,,,,FootyStats,https://footystats.org/players/iran/ali-nemati,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Ramin REZAEIAN,DF,Foolad Khuzestan FC (IRN),Ramin Rezaeian,Foolad,Persian Gulf Pro League,2025/2026,12,849,2,4,,,,,,,,FootyStats,https://footystats.org/players/iran/ramin-rezaeian,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Ali ALIPOUR,FW,Persepolis FC (IRN),Ali Alipour Ghara,Persepolis,Persian Gulf Pro League,2025/2026,21,1857,6,6,,,,,,,,FootyStats,https://footystats.org/players/iran/ali-alipour-ghara,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Hossein KANANI,DF,Persepolis FC (IRN),Mohammadhossein Kanani Zadegan,Persepolis,Persian Gulf Pro League,2025/2026,17,1392,1,0,,,,,,,,FootyStats,https://footystats.org/players/iran/mohammadhossein-kanani-zadegan,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Milad MOHAMMADI,DF,Persepolis FC (IRN),Milad Mohammadi,Persepolis,Persian Gulf Pro League,2025/2026,19,1371,0,3,,,,,,,,FootyStats,https://footystats.org/players/iran/milad-mohammadi,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Payam NIAZMAND,GK,Persepolis FC (IRN),Payam Niazmand,Persepolis,Persian Gulf Pro League,2025/2026,20,1800,0,0,,,,,,,,FootyStats,https://footystats.org/players/iran/payam-niazmand,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Arya YOUSEFI,DF,Sepahan SC (IRN),Aria Yousefi,Sepahan,Persian Gulf Pro League,2025/2026,19,1702,1,1,,,,,,,,FootyStats,https://footystats.org/players/iran/aria-yousefi,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Ehsan HAJISAFI,DF,Sepahan SC (IRN),Ehsan Hajsafi,Sepahan,Persian Gulf Pro League,2025/2026,21,1831,3,3,,,,,,,,FootyStats,https://footystats.org/players/iran/ehsan-hajsafi,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Hossein HOSSEINI,GK,Sepahan SC (IRN),Seyed Hossein Hosseini,Sepahan,Persian Gulf Pro League,2025/2026,15,1350,0,0,,,,,,,,FootyStats,https://footystats.org/players/iran/seyed-hossein-hosseini,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Alireza BEIRANVAND,GK,Tractor Sazi Tabriz FC (IRN),Alireza Safar Beiranvand,Tractor Sazi,Persian Gulf Pro League,2025/2026,18,1620,0,0,,,,,,,,FootyStats,https://footystats.org/players/iran/alireza-safar-beiranvand,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Amirhossein HOSSEINZADEH,FW,Tractor Sazi Tabriz FC (IRN),Amirhossein Hosseinzadeh,Tractor Sazi,Persian Gulf Pro League,2025/2026,21,1886,9,3,,,,,,,,FootyStats,https://footystats.org/players/iran/amirhossein-hosseinzadeh,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Mehdi TORABI,MF,Tractor Sazi Tabriz FC (IRN),Mehdi Torabi,Tractor Sazi,Persian Gulf Pro League,2025/2026,17,1155,0,4,,,,,,,,FootyStats,https://footystats.org/players/iran/mehdi-torabi,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Iran,IRN,G,Shoja KHALILZADEH,DF,Tractor Sazi Tabriz FC (IRN),Shoja Khalilzadeh,Tractor Sazi,Persian Gulf Pro League,2025/2026,20,1793,0,0,,,,,,,,FootyStats,https://footystats.org/players/iran/shoja-khalilzadeh,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Uzbekistan,UZB,K,Rustam ASHURMATOV,DF,Esteghlal Tehran FC (IRN),Rustamjon Ashurmatov,Esteghlal,Persian Gulf Pro League,2025/2026,14,1178,2,0,,,,,,,,FootyStats,https://footystats.org/players/uzbekistan/rustamjon-ashurmatov,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Uzbekistan,UZB,K,Igor SERGEEV,FW,Persepolis FC (IRN),Igor Sergeev,Persepolis,Persian Gulf Pro League,2025/2026,5,404,3,0,,,,,,,,FootyStats,https://footystats.org/players/uzbekistan/igor-sergeev,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Uzbekistan,UZB,K,Oston URUNOV,MF,Persepolis FC (IRN),Oston Urunov,Persepolis,Persian Gulf Pro League,2025/2026,19,1063,3,2,,,,,,,,FootyStats,https://footystats.org/players/uzbekistan/oston-urunov,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
Uzbekistan,UZB,K,Odiljon XAMROBEKOV,MF,Tractor Sazi Tabriz FC (IRN),Odiljon Khamrobekov,Tractor Sazi,Persian Gulf Pro League,2025/2026,19,1152,0,1,,,,,,,,FootyStats,https://footystats.org/players/uzbekistan/odiljon-khamrobekov,2026-06-15,footystats_basic,0.3,"no public xG for Iran league, basic stats only"
DR Congo,COD,K,Fiston MAYELE,FW,Pyramids FC (EGY),Fiston Kalala Mayele,Pyramids FC,Egyptian Premier League,2025/2026,24,1597,5,2,39,16,6.07,5.37,2.06,0.342,0.116,FootyStats,https://footystats.org/players/congo-dr/fiston-kalala-mayele,2026-06-16,footystats_verified,0.3,Club match; EPL 2025/26 xG available
Egypt,EGY,G,Mohamed MOHAMED ELSHENAWY,GK,Al Ahly FC (EGY),Mohamed El Shenawy,Al Ahly,Egyptian Premier League,2025/2026,15,1350,0,0,0,0,0.0,0.0,0.5,0.0,0.033,FootyStats,https://footystats.org/players/egypt/mohamed-el-shenawy,2026-06-16,footystats_verified,0.3,GK; xG shown as 0.00
Egypt,EGY,G,Mahmoud TREZEGUET,FW,Al Ahly FC (EGY),Mahmoud Trezeguet,Al Ahly,Egyptian Premier League,2025/2026,21,1661,11,0,88,25,12.72,9.92,2.06,0.689,0.112,FootyStats,https://footystats.org/players/egypt/mahmoud-trezeguet,2026-06-16,footystats_verified,0.3,Club match; EPL 2025/26 xG available
Egypt,EGY,G,Emam EMAM ASHOUR,MF,Al Ahly FC (EGY),Emam Ashour,Al Ahly,Egyptian Premier League,2025/2026,13,975,2,4,36,24,3.88,3.88,4.06,0.358,0.375,FootyStats,https://footystats.org/players/egypt/emam-ashour,2026-06-16,footystats_verified,0.3,Club match; EPL 2025/26 xG available
Egypt,EGY,G,Mostafa MOSTAFA ZICO,MF,Pyramids FC (EGY),Mostafa Mohamed Zaki Abdelraouf,Pyramids FC,Egyptian Premier League,2025/2026,22,1217,6,2,,,6.93,6.93,,0.512,,FootyStats,https://footystats.org/players/egypt/mostafa-mohamed-zaki-abdelraouf,2026-06-16,footystats_verified,0.3,Club match; xG from FootyStats search snippet (page fetch timed out)
Egypt,EGY,G,Mostafa MOSTAFA SHOUBIR,GK,Al Ahly FC (EGY),Mostafa Ahmed Shobeir,Al Ahly,Egyptian Premier League,2025/2026,11,990,0,0,0,0,0.0,0.0,0.2,0.0,0.018,FootyStats,https://footystats.org/players/egypt/mostafa-ahmed-shobeir,2026-06-16,footystats_verified,0.3,GK; xG shown as 0.00
Egypt,EGY,G,Ahmed ZIZO,FW,Al Ahly FC (EGY),Zizo,Al Ahly,Egyptian Premier League,2025/2026,20,1265,5,6,35,45,5.83,3.03,6.06,0.415,0.431,FootyStats,https://footystats.org/players/egypt/zizo,2026-06-16,footystats_verified,0.3,Club match; EPL 2025/26 xG available
Iraq,IRQ,I,Aymen AYMEN HUSSEIN,FW,Al Karma SC (IRQ),Aymen Hussein,Al-Karma,Iraq Stars League,2025/2026,11,945,9,0,,,,,,,,FootyStats,https://footystats.org/players/iraq/aymen-hussein,2026-06-16,footystats_basic,0.3,xG unavailable for Iraqi Premier League; goals/minutes/assists only
South Africa,RSA,A,Ronwen WILLIAMS,GK,Mamelodi Sundowns FC (RSA),Ronwen Williams,Mamelodi Sundowns,South Africa PSL,2025/2026,29,2610,0,0,0,0,0,0,2.53,0.0,0.087,FootyStats,https://footystats.org/players/south-africa/ronwen-williams,2026-06-16,footystats_basic,0.3,GK; Premier Soccer League 2025/2026; outfield xG N/A; clean sheets/saves only.
South Africa,RSA,A,Teboho MOKOENA,MF,Mamelodi Sundowns FC (RSA),Teboho Mokoena,Mamelodi Sundowns,South Africa PSL,2025/2026,23,1617,4,2,43,26,5.72,5.72,5.16,0.318,0.287,FootyStats,https://footystats.org/players/south-africa/teboho-mokoena,2026-06-16,footystats_verified,0.3,Club match; Premier Soccer League 2025/2026 domestic league stats with xG.
South Africa,RSA,A,Thalente MBATHA,MF,Orlando Pirates FC (RSA),Thalente Mbatha,Orlando Pirates,South Africa PSL,2025/2026,22,1606,0,1,35,20,3.02,3.02,3.56,0.169,0.2,FootyStats,https://footystats.org/players/south-africa/thalente-mbatha,2026-06-16,footystats_verified,0.3,Club match; Premier Soccer League 2025/2026 domestic league stats with xG.
South Africa,RSA,A,Themba ZWANE,MF,Mamelodi Sundowns FC (RSA),Themba Zwane,Mamelodi Sundowns,South Africa PSL,2025/2026,15,532,0,1,7,9,0.49,0.49,1.52,0.083,0.257,FootyStats,https://footystats.org/players/south-africa/themba-zwane,2026-06-16,footystats_verified,0.3,Club match; Premier Soccer League 2025/2026 domestic league stats with xG.
South Africa,RSA,A,Iqraam RAYNERS,FW,Mamelodi Sundowns FC (RSA),Iqraam Rayners,Mamelodi Sundowns,South Africa PSL,2025/2026,26,1439,12,4,51,22,11.54,10.14,3.49,0.722,0.218,FootyStats,https://footystats.org/players/south-africa/iqraam-rayners,2026-06-16,footystats_verified,0.3,Club match; Premier Soccer League 2025/2026 domestic league stats with xG.
South Africa,RSA,A,Evidence MAKGOPA,FW,Orlando Pirates FC (RSA),Evidence Makgopa,Orlando Pirates,South Africa PSL,2025/2026,24,1067,6,4,28,20,5.64,4.24,3.58,0.476,0.302,FootyStats,https://footystats.org/players/south-africa/evidence-makgopa,2026-06-16,footystats_verified,0.3,Club match; Premier Soccer League 2025/2026 domestic league stats with xG.
DR Congo,COD,K,Simon BANZA,FW,Al Jazira (UAE),Simon Banza,Al Jazira,UAE Pro League,2025/2026,16,1141,9,1,34,6,8.94,8.94,1.11,0.705,0.088,FootyStats,https://footystats.org/players/france/simon-banza,2026-06-16,footystats_verified,0.3,Club match; Arabian Gulf League 2025/2026 domestic league stats with xG.
Paraguay,PAR,D,Alejandro ROMERO GAMARRA,FW,Al Ain FC (UAE),Alejandro Romero Gamarra,Al Ain,UAE Pro League,2025/2026,22,1836,4,8,33,62,4.74,4.74,8.42,0.232,0.413,FootyStats,https://footystats.org/players/argentina/alejandro-romero-gamarra,2026-06-16,footystats_verified,0.3,Listed as Kaku on FootyStats; club match; domestic league xG available.
Uzbekistan,UZB,K,Utkir YUSUPOV,GK,PFC Navbahor Namangan (UZB),Utkir Yusupov,Navbahor,Uzbekistan Super League,2026,11,990,0,0,0,0,0.0,0.0,0.08,0.0,0.007,FootyStats,https://footystats.org/players/uzbekistan/utkir-yusupov,2026-06-16,footystats_verified,0.3,GK; club match; xG shown as 0.00
Uzbekistan,UZB,K,Abduvohid NEMATOV,GK,Nasaf Qarshi FC (UZB),Abduvohid Nematov,Nasaf,Uzbekistan Super League,2026,9,810,0,0,0,0,0.0,0.0,0.04,0.0,0.004,FootyStats,https://footystats.org/players/uzbekistan/abduvohid-nematov,2026-06-16,footystats_verified,0.3,GK; club match; xG shown as 0.00
Uzbekistan,UZB,K,Jakhongir UROZOV,DF,FK Dinamo Samarkand (UZB),Jakhongir O'rozov,Dinamo Samarqand,Uzbekistan Super League,2026,9,810,0,0,0,0,0.0,0.0,0.02,0.0,0.002,FootyStats,https://footystats.org/players/uzbekistan/jakhongir-orozov,2026-06-16,footystats_verified,0.3,Club match; xG shown as 0.00
Colombia,COL,K,Santiago ARIAS,DF,CA Independiente (ARG),Santiago Arias,Independiente,Argentine Primera,2026,13,911,0,2,1,5,0.05,0.05,1.96,0.005,0.194,FootyStats,https://footystats.org/players/colombia/santiago-arias,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Colombia,COL,K,Kevin CASTANO,MF,CA River Plate (ARG),Kevin Duvan Castaño Gil,River Plate,Argentine Primera,2026,5,93,0,0,1,3,0.04,0.04,0.23,0.039,0.223,FootyStats,https://footystats.org/players/colombia/kevin-duvan-castano-gil,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Colombia,COL,K,Juan QUINTERO,MF,CA River Plate (ARG),Juan Fernando Quintero Paniagua,River Plate,Argentine Primera,2026,15,608,3,3,30,29,4.27,3.57,3.84,0.632,0.568,FootyStats,https://footystats.org/players/colombia/juan-fernando-quintero-paniagua,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Colombia,COL,K,Leandro CAMPAZ,FW,CA Rosario Central (ARG),Jaminton Leandro Campaz,Rosario Central,Argentine Primera,2026,12,750,1,4,32,22,3.02,3.02,3.55,0.362,0.426,FootyStats,https://footystats.org/players/colombia/jaminton-leandro-campaz,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Colombia,COL,K,Alvaro MONTERO,GK,CA Vélez Sars eld (ARG),Álvaro Montero,Vélez Sarsfield,Argentine Primera,2026,17,1530,0,0,0,2,0,0,0.37,0.0,0.022,FootyStats,https://footystats.org/players/colombia/alvaro-montero,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Ecuador,ECU,E,Hernan GALINDEZ,GK,CA Huracán (ARG),Hernán Ismael Galíndez,Huracán,Argentine Primera,2026,17,1530,0,0,0,1,0,0,0.71,0.0,0.042,FootyStats,https://footystats.org/players/argentina/hernan-ismael-galindez,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Ecuador,ECU,E,Jordy CAICEDO,FW,CA Huracán (ARG),Jordy Josué Caicedo Medina,Huracán,Argentine Primera,2026,17,1493,8,0,32,7,7.66,5.56,0.53,0.462,0.032,FootyStats,https://footystats.org/players/ecuador/jordy-josue-caicedo-medina,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Paraguay,PAR,D,Orlando GILL,GK,CA San Lorenzo (ARG),Orlando Gill,San Lorenzo,Argentine Primera,2026,15,1350,0,0,0,2,0,0,0.36,0.0,0.024,FootyStats,https://footystats.org/players/paraguay/orlando-gill,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Paraguay,PAR,D,Jose CANALE,DF,CA Lanús (ARG),José María Canale Domínguez,Lanús,Argentine Primera,2026,13,1170,0,0,3,3,0.26,0.26,1.14,0.02,0.088,FootyStats,https://footystats.org/players/paraguay/jose-maria-canale-dominguez,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Paraguay,PAR,D,Alex ARCE,FW,CS Independiente Rivadavia (ARG),Alex Adrián Arce Barrios,Independiente Rivadavia,Argentine Primera,2026,10,475,2,0,14,4,2.23,2.23,0.33,0.423,0.063,FootyStats,https://footystats.org/players/paraguay/alex-adrian-arce-barrios,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Paraguay,PAR,D,Gabriel AVALOS,FW,CA Independiente (ARG),Gabriel Ávalos,Independiente,Argentine Primera,2026,17,1510,10,5,44,25,9.01,7.61,4.23,0.537,0.252,FootyStats,https://footystats.org/players/paraguay/gabriel-avalos,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Paraguay,PAR,D,Alexandro MAIDANA,DF,CA Talleres (ARG),Alexandro Maidana Mendieta,Talleres Córdoba,Argentine Primera,2026,9,723,2,0,7,3,1.81,1.81,1.03,0.225,0.128,FootyStats,https://footystats.org/players/paraguay/alexandro-maidana-mendieta,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Uruguay,URU,H,Matias VINA,DF,CA River Plate (ARG),Matías Viña,River Plate,Argentine Primera,2026,10,542,0,0,6,8,0.42,0.42,0.6,0.07,0.1,FootyStats,https://footystats.org/players/uruguay/matias-vina,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Uruguay,URU,H,Fernando MUSLERA,GK,Estudiantes LP (ARG),Néstor Fernando Muslera Micol,Estudiantes,Argentine Primera,2026,12,1036,0,0,0,2,0,0,0.66,0.0,0.057,FootyStats,https://footystats.org/players/uruguay/nestor-fernando-muslera-micol,2026-06-16,footystats_verified,0.4,Primera División 2026 domestic league totals
Australia,AUS,D,Jacob ITALIANO,DF,Grazer AK (AUT),Jacob Italiano,Grazer AK,Austrian Bundesliga,2025/2026,24,2068,4,0,19,10,3.7,3.0,1.3,0.161,0.057,FootyStats,https://footystats.org/players/australia/jacob-italiano,2026-06-16,footystats_verified,0.4,Bundesliga 2025/2026 league totals; club Grazer AK matches roster.
Austria,AUT,J,Alexander SCHLAGER,GK,FC Red Bull Salzburg (AUT),Alexander Schlager,Salzburg,Austrian Bundesliga,2025/2026,31,2790,0,0,0,0,0.0,0.0,1.56,0.0,0.05,FootyStats,https://footystats.org/players/austria/alexander-schlager,2026-06-16,footystats_verified,0.4,Bundesliga 2025/2026 league totals; club Salzburg matches FC Red Bull Salzburg.
Austria,AUT,J,Alessandro SCHOEPF,MF,Wolfsberger AC (AUT),Alessandro Schöpf,Wolfsberger Athletik Club,Austrian Bundesliga,2025/2026,25,1824,5,5,27,24,4.96,4.26,5.61,0.245,0.277,FootyStats,https://footystats.org/players/austria/alessandro-schopf,2026-06-16,footystats_verified,0.4,Bundesliga 2025/2026 league totals; club Wolfsberger AC matches roster.
Bosnia and Herzegovina,BIH,B,Kerim ALAJBEGOVIC,FW,FC Red Bull Salzburg (AUT),Kerim-Sam Alajbegović,Salzburg,Austrian Bundesliga,2025/2026,28,1911,9,3,86,40,12.56,12.56,4.85,0.592,0.228,FootyStats,https://footystats.org/players/bosnia-and-herzegovina/kerim-sam-alajbegovic,2026-06-16,footystats_verified,0.4,Bundesliga 2025/2026 league totals; club Salzburg matches FC Red Bull Salzburg.
South Korea,KOR,A,Taeseok LEE,DF,FK Austria Wien (AUT),Tae-Seok Lee,Austria Wien,Austrian Bundesliga,2025/2026,30,2577,3,5,33,36,4.32,4.32,5.72,0.151,0.2,FootyStats,https://footystats.org/players/south-korea/tae-seok-lee,2026-06-16,footystats_verified,0.4,Bundesliga 2025/2026 league totals; club Austria Wien matches FK Austria Wien.
Panama,PAN,L,Andres ANDRADE,DF,LASK Linz (AUT),Andres Andrade Cedeño,LASK Linz,Austrian Bundesliga,2025/2026,30,2697,1,3,25,33,2.32,2.32,5.57,0.077,0.186,FootyStats,https://footystats.org/players/panama/andres-andrade-cedeno,2026-06-16,footystats_verified,0.4,Bundesliga 2025/2026 league totals; club LASK Linz matches roster.
Algeria,ALG,J,Yassine TITRAOUI,MF,Sporting Charleroi (BEL),Yacine Titraoui,Sporting Charleroi,Belgian Pro League,2025/2026,35,2905,5,1,51,31,6.99,6.99,4.31,0.217,0.134,FootyStats,https://footystats.org/players/algeria/yacine-titraoui,2026-06-16,footystats_verified,0.4,Name variant Yacine on FootyStats; club matches Sporting Charleroi.
Belgium,BEL,G,Brandon MECHELE,DF,Club Brugge (BEL),Brandon Mechele,Club Brugge,Belgian Pro League,2025/2026,39,3435,6,2,34,21,5.68,5.68,6.60,0.149,0.173,FootyStats,https://footystats.org/players/belgium/brandon-mechele,2026-06-16,footystats_verified,0.4,Club Brugge KV on FootyStats listed as Club Brugge.
Belgium,BEL,G,Joaquin SEYS,DF,Club Brugge (BEL),Joaquin Seys,Club Brugge,Belgian Pro League,2025/2026,39,2979,2,5,16,33,2.27,2.27,7.38,0.069,0.223,FootyStats,https://footystats.org/players/belgium/joaquin-seys,2026-06-16,footystats_verified,0.4,Club Brugge KV on FootyStats listed as Club Brugge.
Belgium,BEL,G,Hans VANAKEN,MF,Club Brugge (BEL),Hans Vanaken,Club Brugge,Belgian Pro League,2025/2026,39,3367,7,3,57,66,8.53,8.53,9.53,0.228,0.255,FootyStats,https://footystats.org/players/belgium/hans-vanaken,2026-06-16,footystats_verified,0.4,Club Brugge KV on FootyStats listed as Club Brugge.
Canada,CAN,B,Luc DE FOUGEROLLES,DF,FCV Dender EH (BEL),Luc De Fougerolles,FCV Dender EH,Belgian Pro League,2025/2026,27,1652,0,1,5,8,0.25,0.25,2.27,0.014,0.124,FootyStats,https://footystats.org/players/england/luc-de-fougerolles,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
Canada,CAN,B,Promise DAVID,FW,Royale Union Saint-Gilloise (BEL),Promise Akinpelu,Royal Union Saint-Gilloise,Belgian Pro League,2025/2026,24,1496,9,1,69,12,10.74,10.04,1.45,0.646,0.087,FootyStats,https://footystats.org/players/canada/promise-akinpelu,2026-06-16,footystats_verified,0.4,FootyStats lists birth name Promise Akinpelu; same player as Promise David.
Canada,CAN,B,Nathan SALIBA,MF,RSC Anderlecht (BEL),Nathan Saliba,RSC Anderlecht,Belgian Pro League,2025/2026,34,2324,3,1,59,26,5.56,5.56,3.60,0.215,0.139,FootyStats,https://footystats.org/players/canada/nathan-saliba,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
DR Congo,COD,K,Joris KAYEMBE,DF,KRC Genk (BEL),Joris Kayembe,KRC Genk,Belgian Pro League,2025/2026,28,2105,0,1,12,20,0.85,0.85,4.25,0.036,0.182,FootyStats,https://footystats.org/players/belgium/joris-kayembe,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
DR Congo,COD,K,Matthieu EPOLO,GK,Standard Liège (BEL),Luke Epolo Matthieu,Standard Liège,Belgian Pro League,2025/2026,29,2610,0,0,1,0,0.05,0.05,1.04,0.002,0.036,FootyStats,https://footystats.org/players/belgium/luke-epolo-matthieu,2026-06-16,footystats_verified,0.4,FootyStats lists Matthieu Epolo as Luke Epolo Matthieu; club Standard Liège.
Ivory Coast,CIV,E,Mohamed KONE,GK,Sporting Charleroi (BEL),Mohamed Kone,Sporting Charleroi,Belgian Pro League,2025/2026,19,1710,0,0,0,0,0.00,0.00,0.73,0.0,0.038,FootyStats,https://footystats.org/players/france/mohamed-kone,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
Ivory Coast,CIV,E,Parfait GUIAGON,MF,Sporting Charleroi (BEL),Parfait Guiagon,Sporting Charleroi,Belgian Pro League,2025/2026,33,2558,9,6,77,51,10.89,8.09,7.25,0.383,0.255,FootyStats,https://footystats.org/players/ivory-coast/parfait-guiagon,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
Ecuador,ECU,E,Joel ORDONEZ,DF,Club Brugge (BEL),Joel Ordóñez,Club Brugge,Belgian Pro League,2025/2026,33,2668,3,0,15,6,2.78,2.78,4.08,0.094,0.138,FootyStats,https://footystats.org/players/ecuador/joel-ordonez,2026-06-16,footystats_verified,0.4,Club Brugge KV on FootyStats listed as Club Brugge.
Ecuador,ECU,E,Anthony VALENCIA,MF,Royal Antwerp FC (BEL),Anthony Lenin Valencia Bajaña,Royal Antwerp FC,Belgian Pro League,2025/2026,23,1324,4,2,29,29,4.72,4.72,3.24,0.321,0.22,FootyStats,https://footystats.org/players/ecuador/anthony-lenin-valencia-bajana,2026-06-16,footystats_verified,0.4,Full name on FootyStats; club matches Royal Antwerp FC.
Ecuador,ECU,E,Kevin RODRIGUEZ,FW,Royale Union Saint-Gilloise (BEL),Kevin Rodríguez,Royal Union Saint-Gilloise,Belgian Pro League,2025/2026,31,1826,10,2,75,18,11.78,11.78,2.47,0.581,0.122,FootyStats,https://footystats.org/players/ecuador/kevin-rodriguez,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
Ecuador,ECU,E,Yaimar MEDINA,DF,KRC Genk (BEL),Yaimar Abel Medina Ortiz,KRC Genk,Belgian Pro League,2025/2026,27,1533,0,3,27,19,1.88,1.88,4.12,0.11,0.242,FootyStats,https://footystats.org/players/ecuador/yaimar-abel-medina-ortiz,2026-06-16,footystats_verified,0.4,Full name on FootyStats; club matches KRC Genk.
Haiti,HAI,C,Wilguens PAUGAIN,DF,SV Zulte Waregem (BEL),Wilguens Paugain,Zulte-Waregem,Belgian Pro League,2025/2026,24,1281,1,0,5,5,0.91,0.91,1.05,0.064,0.074,FootyStats,https://footystats.org/players/france/wilguens-paugain,2026-06-16,footystats_verified,0.4,Roster lists SK Beveren; FootyStats club Zulte-Waregem (SV Zulte Waregem).
Iran,IRN,G,Alireza JAHANBAKHSH,MF,FCV Dender EH (BEL),Alireza Jahanbakhsh,FCV Dender EH,Belgian Pro League,2025/2026,21,898,1,1,19,11,1.91,1.21,1.54,0.191,0.154,FootyStats,https://footystats.org/players/iran/alireza-jahanbakhsh,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
Iran,IRN,G,Dennis DARGAHI,FW,Standard Liège (BEL),Dennis Eckert,Standard Liège,Belgian Pro League,2025/2026,34,1975,5,0,30,18,5.32,4.62,1.46,0.242,0.067,FootyStats,https://footystats.org/players/germany/dennis-eckert,2026-06-16,footystats_verified,0.4,FootyStats lists birth name Dennis Eckert; same player as Dennis Dargahi.
Japan,JPN,F,Shogo TANIGUCHI,DF,Sint-Truiden VV (BEL),Shogo Taniguchi,Sint-Truiden,Belgian Pro League,2025/2026,38,2954,2,1,13,10,1.43,1.43,5.23,0.044,0.159,FootyStats,https://footystats.org/players/japan/shogo-taniguchi,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
Japan,JPN,F,Keisuke GOTO,FW,Sint-Truiden VV (BEL),Keisuke Goto,Sint-Truiden,Belgian Pro League,2025/2026,38,2886,11,7,62,33,11.63,9.53,6.08,0.363,0.19,FootyStats,https://footystats.org/players/japan/keisuke-goto,2026-06-16,footystats_verified,0.4,Pro League domestic totals only.
