player,nation_raw,position,club,league,age,born,season,matches_played,starts,minutes,nineties,goals,assists,xg,npxg,xag,npxg_xag,progressive_carries,progressive_passes,progressive_receives,xg_per90,xag_per90,npxg_per90,source,source_url,last_verified
Ismaël Bennacer,dzALG,MF,Marseille,Ligue 1,27-147,1997,2024-25,9,6,514,5.7,0,2,0.1,0.1,1.7,1.8,14,66,6,0.3,0.31,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Saïd Benrahma,dzALG,"FW,MF",Lyon,Ligue 1,29-260,1995,2024-25,13,9,735,8.2,1,3,2.0,2.0,2.1,4.0,41,32,109,0.25,0.49,0.49,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ramy Bensebaini,dzALG,DF,Dortmund,Bundesliga,30-011,1995,2024-25,28,20,1752,19.5,1,5,1.2,1.2,2.7,3.9,20,92,55,0.14,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Nabil Bentaleb,dzALG,"MF,FW",Lille,Ligue 1,30-154,1994,2024-25,7,1,162,1.8,1,0,0.6,0.6,0.0,0.7,0,13,1,0.01,0.36,0.36,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Rodrigo Bentancur,uyURU,MF,Tottenham,gPremier League,27-306,1997,2024-25,23,19,1518,16.9,2,0,1.3,1.3,0.4,1.7,26,99,34,0.03,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Daniel Bentley,engENG,GK,Wolves,gPremier League,31-288,1993,2024-25,1,1,90,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lucas Beraldo,brBRA,DF,Paris S-G,Ligue 1,21-154,2003,2024-25,22,20,1814,20.2,1,0,0.9,0.9,0.3,1.2,9,127,0,0.02,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yuri Berchiche,esESP,DF,Athletic Club,La Liga,35-076,1990,2024-25,26,18,1684,18.7,0,2,0.5,0.5,2.1,2.6,39,130,59,0.11,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Álex Berenguer,esESP,"FW,MF",Athletic Club,La Liga,29-297,1995,2024-25,32,24,1980,22.0,5,7,6.6,5.8,4.6,10.4,58,69,181,0.21,0.51,0.47,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sander Berge,noNOR,MF,Fulham,gPremier League,27-072,1998,2024-25,27,23,2017,22.4,0,0,0.2,0.2,0.6,0.8,27,110,8,0.03,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lucas Bergvall,seSWE,MF,Tottenham,gPremier League,19-084,2006,2024-25,26,10,1122,12.5,0,1,0.7,0.7,0.6,1.3,31,49,29,0.05,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Medon Berisha,alALB,MF,Lecce,Serie A,21-188,2003,2024-25,14,6,606,6.7,0,1,0.7,0.7,0.5,1.2,12,38,16,0.08,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mergim Berisha,deGER,"FW,MF",Hoffenheim,Bundesliga,26-351,1998,2024-25,11,3,333,3.7,1,1,1.0,1.0,1.0,2.0,2,7,18,0.27,0.54,0.54,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mergim Berisha,deGER,FW,Augsburg,Bundesliga,26-351,1998,2024-25,2,0,40,0.4,0,0,0.2,0.2,0.0,0.2,2,0,8,0.0,0.39,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adrian Bernabe,esESP,MF,Parma,Serie A,23-336,2001,2024-25,19,18,1355,15.1,1,0,1.2,1.2,1.0,2.2,34,107,18,0.06,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marc Bernal,esESP,MF,Barcelona,La Liga,17-336,2007,2024-25,3,3,242,2.7,0,0,0.1,0.1,0.0,0.1,0,8,2,0.01,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Bernardo,brBRA,DF,Bochum,Bundesliga,29-348,1995,2024-25,17,15,1422,15.8,0,0,0.7,0.7,0.7,1.4,13,80,12,0.04,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Juan Bernat,esESP,"DF,MF",Villarreal,La Liga,32-057,1993,2024-25,10,1,212,2.4,0,1,0.3,0.3,0.4,0.7,4,8,23,0.17,0.29,0.29,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Juan Bernat,esESP,"MF,DF",Getafe,La Liga,32-057,1993,2024-25,11,7,572,6.4,0,1,0.1,0.1,0.6,0.7,2,11,27,0.1,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Maxime Bernauer,frFRA,DF,Saint-Étienne,Ligue 1,26-300,1998,2024-25,7,5,494,5.5,0,0,0.1,0.1,0.0,0.1,4,23,0,0.0,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Antoine Bernede,frFRA,MF,Hellas Verona,Serie A,25-336,1999,2024-25,9,6,423,4.7,1,0,0.8,0.8,0.4,1.2,6,23,14,0.09,0.25,0.25,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alexander Bernhardsson,seSWE,"FW,MF",Holstein Kiel,Bundesliga,26-231,1998,2024-25,16,12,1040,11.6,5,2,3.1,3.1,0.8,4.0,17,27,65,0.07,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Victor Bernth Kristiansen,dkDEN,DF,Leicester City,gPremier League,22-132,2002,2024-25,28,28,2380,26.4,0,1,0.3,0.3,1.4,1.7,39,69,75,0.05,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Matúš Bero,skSVK,MF,Bochum,Bundesliga,29-233,1995,2024-25,26,25,2250,25.0,4,2,2.9,2.9,3.5,6.5,23,121,94,0.14,0.26,0.26,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Juan Berrocal,esESP,DF,Getafe,La Liga,25-358,1999,2024-25,15,9,863,9.6,0,0,0.4,0.4,0.0,0.4,1,20,1,0.0,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dimitry Bertaud,cdCOD,GK,Montpellier,Ligue 1,26-325,1998,2024-25,3,3,270,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jan-Niklas Beste,deGER,"FW,MF",Freiburg,Bundesliga,26-113,1999,2024-25,11,0,202,2.2,0,1,0.9,0.9,0.4,1.3,5,8,20,0.17,0.57,0.57,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Beto,gwGNB,FW,Everton,gPremier League,27-086,1998,2024-25,26,11,1192,13.2,6,0,6.1,6.1,0.8,6.9,12,9,62,0.06,0.52,0.52,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sam Beukema,nlNED,DF,Bologna,Serie A,26-161,1998,2024-25,32,30,2742,30.5,0,1,1.4,1.4,0.9,2.3,27,141,7,0.03,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alessandro Bianco,itITA,MF,Monza,Serie A,22-208,2002,2024-25,29,24,2185,24.3,1,0,1.2,1.2,1.1,2.3,31,110,21,0.05,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alessandro Bianco,itITA,MF,Fiorentina,Serie A,22-208,2002,2024-25,1,0,18,0.2,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mika Biereth,dkDEN,FW,Monaco,Ligue 1,22-078,2003,2024-25,14,14,1140,12.7,13,2,11.3,9.7,4.4,14.1,11,23,104,0.34,1.24,1.11,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jaka Bijol,siSVN,DF,Udinese,Serie A,26-081,1999,2024-25,31,31,2790,31.0,1,0,2.0,2.0,0.5,2.5,21,91,7,0.02,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
El Bilal Touré,mlMLI,"FW,MF",Stuttgart,Bundesliga,23-206,2001,2024-25,12,3,356,4.0,2,1,1.6,1.6,1.1,2.8,6,7,25,0.29,0.7,0.7,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Philip Billing,dkDEN,MF,Bournemouth,gPremier League,28-320,1996,2024-25,10,1,184,2.0,0,0,0.6,0.6,1.1,1.7,3,15,13,0.54,0.82,0.82,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Philip Billing,dkDEN,MF,Napoli,Serie A,28-320,1996,2024-25,5,1,113,1.3,1,0,0.8,0.8,0.1,0.9,0,3,3,0.07,0.75,0.75,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Cristiano Biraghi,itITA,DF,Torino,Serie A,32-238,1992,2024-25,10,8,741,8.2,0,0,0.4,0.4,1.4,1.8,11,21,27,0.17,0.22,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Cristiano Biraghi,itITA,DF,Fiorentina,Serie A,32-238,1992,2024-25,8,5,433,4.8,1,0,0.2,0.2,0.3,0.5,3,15,17,0.06,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Samuele Birindelli,itITA,"DF,MF",Monza,Serie A,25-282,1999,2024-25,16,13,1046,11.6,2,0,1.1,1.1,1.2,2.3,27,29,63,0.1,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Tom Bischof,deGER,"MF,FW",Hoffenheim,Bundesliga,19-303,2005,2024-25,28,27,2316,25.7,5,2,1.8,1.8,3.2,5.0,45,125,96,0.13,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yves Bissouma,mlMLI,MF,Tottenham,gPremier League,28-240,1996,2024-25,24,15,1210,13.4,2,0,0.6,0.6,0.3,0.9,15,71,3,0.02,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Leonardo Bittencourt,deGER,MF,Werder Bremen,Bundesliga,31-129,1993,2024-25,23,10,930,10.3,2,1,1.6,1.6,1.6,3.2,19,62,37,0.15,0.31,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Emmanuel Biumla,frFRA,DF,Angers,Ligue 1,19-354,2005,2024-25,16,15,1318,14.6,1,0,0.7,0.7,0.0,0.8,3,16,0,0.0,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marco Bizot,nlNED,GK,Brest,Ligue 1,34-048,1991,2024-25,29,29,2610,29.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Bjarki Bjarkason,isISL,"DF,MF",Venezia,Serie A,24-351,2000,2024-25,9,1,165,1.8,0,0,0.0,0.0,0.1,0.1,6,10,13,0.04,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Antonio Blanco,esESP,MF,Alavés,La Liga,24-278,2000,2024-25,30,27,2303,25.6,0,1,0.8,0.8,1.4,2.1,10,127,17,0.05,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ludovic Blas,frFRA,"MF,FW",Rennes,Ligue 1,27-117,1997,2024-25,26,23,2043,22.7,6,7,4.8,4.8,3.7,8.5,71,99,165,0.16,0.37,0.37,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Daley Blind,nlNED,DF,Girona,La Liga,35-049,1990,2024-25,29,26,2330,25.9,0,2,0.3,0.3,1.4,1.6,64,238,45,0.05,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Myron Boadu,nlNED,FW,Bochum,Bundesliga,24-103,2001,2024-25,15,8,705,7.8,7,1,5.6,4.8,0.6,5.4,6,10,43,0.08,0.8,0.7,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Augustine Boakye,ghGHA,"FW,MF",Saint-Étienne,Ligue 1,24-175,2000,2024-25,17,8,733,8.1,3,0,1.8,1.8,0.9,2.7,25,35,60,0.11,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Oscar Bobb,noNOR,FW,Manchester City,gPremier League,21-289,2003,2024-25,2,0,15,0.2,0,0,0.0,0.0,0.1,0.1,1,1,1,0.44,0.44,0.44,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mathéo Bodmer,frFRA,MF,Le Havre,Ligue 1,20-356,2004,2024-25,1,0,6,0.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sacha Boey,frFRA,DF,Bayern Munich,Bundesliga,24-226,2000,2024-25,11,5,509,5.7,0,1,0.1,0.1,1.0,1.0,17,34,57,0.17,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jeremie Boga,ciCIV,"MF,FW",Nice,Ligue 1,28-114,1997,2024-25,20,12,1018,11.3,1,2,2.3,2.3,2.8,5.1,62,39,73,0.25,0.45,0.45,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lamare Bogarde,nlNED,"DF,MF",Aston Villa,gPremier League,21-112,2004,2024-25,8,5,476,5.3,0,0,0.0,0.0,0.1,0.2,12,14,9,0.02,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Emil Bohinen,noNOR,MF,Genoa,Serie A,26-046,1999,2024-25,3,1,166,1.8,0,0,0.1,0.1,0.1,0.2,6,5,2,0.04,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adama Boiro,esESP,DF,Athletic Club,La Liga,22-309,2002,2024-25,15,12,995,11.1,0,0,0.2,0.2,0.3,0.5,22,46,23,0.03,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Willy Boly,ciCIV,DF,Nott'ham Forest,gPremier League,34-083,1991,2024-25,6,1,150,1.7,0,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Moïse Bombito,caCAN,DF,Nice,Ligue 1,25-028,2000,2024-25,24,22,1922,21.4,0,0,0.7,0.7,0.2,1.0,24,88,9,0.01,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Warren Bondo,frFRA,MF,Monza,Serie A,21-224,2003,2024-25,20,19,1618,18.0,0,0,0.4,0.4,0.3,0.7,25,39,21,0.02,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Warren Bondo,frFRA,MF,Milan,Serie A,21-224,2003,2024-25,4,3,162,1.8,0,0,0.0,0.0,0.1,0.1,2,7,0,0.05,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Victor Boniface,ngNGA,FW,Leverkusen,Bundesliga,24-125,2000,2024-25,19,12,1008,11.2,8,1,7.8,7.1,1.1,8.1,26,23,61,0.1,0.8,0.73,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kevin Bonifazi,itITA,DF,Lecce,Serie A,28-343,1996,2024-25,3,0,65,0.7,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ange-Yoan Bonny,frFRA,FW,Parma,Serie A,21-184,2003,2024-25,32,25,2138,23.8,6,3,9.0,6.7,2.2,8.9,35,44,144,0.09,0.47,0.37,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sebastiaan Bornauw,beBEL,DF,Wolfsburg,Bundesliga,26-036,1999,2024-25,14,8,787,8.7,2,1,1.2,1.2,0.5,1.7,3,21,1,0.06,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sven Botman,nlNED,DF,Newcastle Utd,gPremier League,25-105,2000,2024-25,4,3,232,2.6,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Saïmon Bouabré,frFRA,"MF,FW",Monaco,Ligue 1,18-330,2006,2024-25,2,1,72,0.8,0,0,0.0,0.0,0.0,0.0,3,2,3,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ayyoub Bouaddi,frFRA,MF,Lille,Ligue 1,17-207,2007,2024-25,22,10,1047,11.6,0,1,0.0,0.0,1.0,1.0,10,33,17,0.08,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Badredine Bouanani,dzALG,"MF,FW",Nice,Ligue 1,20-140,2004,2024-25,23,8,865,9.6,2,3,1.5,1.5,2.2,3.7,36,36,68,0.23,0.39,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Benjamin Bouchouari,maMAR,MF,Saint-Étienne,Ligue 1,23-165,2001,2024-25,23,19,1659,18.4,1,0,0.6,0.6,0.9,1.5,44,122,50,0.05,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hicham Boudaoui,dzALG,MF,Nice,Ligue 1,25-216,1999,2024-25,26,24,2178,24.2,2,2,2.7,2.7,2.4,5.1,51,111,67,0.1,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Carlo Boukhalfa,maMAR,MF,St. Pauli,Bundesliga,25-359,1999,2024-25,21,15,1315,14.6,2,0,1.3,1.3,0.9,2.2,10,32,36,0.06,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Justin Bourgault,frFRA,DF,Brest,Ligue 1,19-225,2005,2024-25,2,2,122,1.4,1,0,0.1,0.1,0.1,0.2,2,4,12,0.1,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Benjamin Bourigeaud,frFRA,MF,Rennes,Ligue 1,31-103,1994,2024-25,1,1,80,0.9,1,0,0.2,0.2,0.0,0.2,0,4,4,0.0,0.17,0.17,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Edoardo Bove,itITA,"MF,FW",Fiorentina,Serie A,22-346,2002,2024-25,12,11,851,9.5,1,2,0.6,0.6,1.5,2.1,12,37,24,0.16,0.22,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jarrod Bowen,engENG,"FW,MF",West Ham,gPremier League,28-128,1996,2024-25,30,30,2631,29.2,9,7,7.4,6.7,6.3,13.1,97,85,183,0.22,0.47,0.45,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Enzo Boyomo,cmCMR,DF,Osasuna,La Liga,23-202,2001,2024-25,29,28,2537,28.2,2,0,1.3,1.3,0.8,2.2,13,91,5,0.03,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Enzo Boyomo,cmCMR,DF,Valladolid,La Liga,23-202,2001,2024-25,3,3,270,3.0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.0,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Domagoj Bradarić,hrCRO,DF,Hellas Verona,Serie A,25-138,1999,2024-25,24,20,1620,18.0,0,0,0.2,0.2,1.7,1.9,29,38,75,0.09,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Conor Bradley,nirNIR,DF,Liverpool,gPremier League,21-292,2003,2024-25,15,4,533,5.9,0,1,0.6,0.6,0.5,1.1,26,25,27,0.08,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Bilal Brahimi,dzALG,MF,Nice,Ligue 1,25-044,2000,2024-25,2,1,76,0.8,0,0,0.0,0.0,0.0,0.1,3,4,10,0.01,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Julian Brandt,deGER,MF,Dortmund,Bundesliga,28-360,1996,2024-25,27,25,2058,22.9,4,6,4.1,4.1,7.1,11.2,51,131,182,0.31,0.49,0.49,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jarrad Branthwaite,engENG,DF,Everton,gPremier League,22-304,2002,2024-25,27,25,2258,25.1,0,1,1.1,1.1,0.6,1.6,9,57,2,0.02,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Darko Brašanac,rsSRB,MF,Leganés,La Liga,33-074,1992,2024-25,26,14,1471,16.3,1,2,1.8,1.8,0.4,2.2,6,37,52,0.02,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lilian Brassier,frFRA,DF,Marseille,Ligue 1,25-176,1999,2024-25,12,9,779,8.7,0,0,0.2,0.2,0.0,0.3,11,40,8,0.0,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lilian Brassier,frFRA,DF,Rennes,Ligue 1,25-176,1999,2024-25,11,11,964,10.7,1,0,1.4,1.4,0.2,1.7,21,62,9,0.02,0.16,0.16,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Matthias Braunöder,atAUT,MF,Como,Serie A,23-031,2002,2024-25,8,3,268,3.0,0,0,0.1,0.1,0.0,0.1,2,18,0,0.0,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Iker Bravo,esESP,"FW,MF",Udinese,Serie A,20-104,2005,2024-25,25,4,624,6.9,2,1,0.9,0.9,0.4,1.3,5,16,33,0.06,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
James Bree,engENG,DF,Southampton,gPremier League,27-198,1997,2024-25,15,11,895,9.9,0,1,0.1,0.1,0.9,1.0,10,31,34,0.09,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Tim Breithaupt,deGER,MF,Augsburg,Bundesliga,23-079,2002,2024-25,2,2,120,1.3,0,1,0.1,0.1,0.4,0.4,1,10,1,0.29,0.33,0.33,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gleison Bremer,brBRA,DF,Juventus,Serie A,28-040,1997,2024-25,6,6,540,6.0,0,0,0.1,0.1,0.0,0.1,2,21,0,0.0,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Brenner,brBRA,"MF,FW",Udinese,Serie A,25-101,2000,2024-25,9,5,386,4.3,1,2,0.6,0.6,0.5,1.1,5,7,16,0.11,0.26,0.26,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
