player,nation_raw,position,club,league,age,born,season,matches_played,starts,minutes,nineties,goals,assists,xg,npxg,xag,npxg_xag,progressive_carries,progressive_passes,progressive_receives,xg_per90,xag_per90,npxg_per90,source,source_url,last_verified
Jean-Philippe Gbamin,ciCIV,MF,Nantes,Ligue 1,29-214,1995,2024-25,14,2,216,2.4,0,0,0.5,0.5,0.0,0.5,2,12,1,0.0,0.22,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mory Gbane,ciCIV,"DF,MF",Reims,Ligue 1,24-123,2000,2024-25,9,9,765,8.5,0,0,0.1,0.1,0.1,0.3,2,20,4,0.01,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yann Gboho,frFRA,"MF,FW",Toulouse,Ligue 1,24-103,2001,2024-25,27,24,2051,22.8,2,3,4.7,4.7,3.2,7.9,102,89,173,0.14,0.35,0.35,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
David de Gea,esESP,GK,Fiorentina,Serie A,34-171,1990,2024-25,30,30,2700,30.0,0,1,0.0,0.0,0.4,0.4,0,0,0,0.01,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Viggo Gebel,deGER,MF,RB Leipzig,Bundesliga,17-156,2007,2024-25,1,0,14,0.2,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lutsharel Geertruida,nlNED,DF,RB Leipzig,Bundesliga,24-283,2000,2024-25,22,16,1462,16.2,1,0,1.1,1.1,1.0,2.0,19,87,33,0.06,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dennis Geiger,deGER,"MF,FW",Hoffenheim,Bundesliga,26-321,1998,2024-25,18,6,658,7.3,0,0,0.2,0.2,0.4,0.6,12,33,19,0.06,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Valentin Gendrey,frFRA,DF,Lecce,Serie A,24-310,2000,2024-25,2,2,180,2.0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.05,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Valentin Gendrey,frFRA,DF,Hoffenheim,Bundesliga,24-310,2000,2024-25,22,14,1414,15.7,1,1,1.1,1.1,1.8,2.9,24,49,86,0.12,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Denis Genreau,auAUS,MF,Toulouse,Ligue 1,25-341,1999,2024-25,8,2,222,2.5,0,0,0.3,0.3,0.5,0.8,9,13,7,0.19,0.31,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Tyrique George,engENG,FW,Chelsea,gPremier League,19-082,2006,2024-25,7,0,103,1.1,1,1,0.2,0.2,0.7,0.9,9,2,18,0.63,0.8,0.8,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yannick Gerhardt,deGER,"MF,DF",Wolfsburg,Bundesliga,31-045,1994,2024-25,27,13,1338,14.9,1,1,1.0,1.0,0.2,1.2,24,53,57,0.01,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Max Geschwill,deGER,DF,Holstein Kiel,Bundesliga,23-294,2001,2024-25,18,13,1237,13.7,1,2,0.9,0.9,0.8,1.6,5,58,16,0.06,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Daniele Ghilardi,itITA,DF,Hellas Verona,Serie A,22-111,2003,2024-25,20,17,1675,18.6,0,0,0.5,0.5,0.2,0.8,9,44,5,0.01,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lautaro Gianetti,arARG,DF,Udinese,Serie A,31-165,1993,2024-25,12,11,840,9.3,1,0,0.1,0.0,0.1,0.1,0,18,3,0.01,0.02,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dimitris Giannoulis,grGRE,DF,Augsburg,Bundesliga,29-192,1995,2024-25,28,28,2380,26.4,1,4,1.1,1.1,3.4,4.5,48,92,131,0.13,0.17,0.17,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Morgan Gibbs-White,engENG,MF,Nott'ham Forest,gPremier League,25-090,2000,2024-25,29,29,2377,26.4,5,7,4.6,4.6,4.4,9.0,63,139,115,0.17,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Samuel Gigot,frFRA,DF,Lazio,Serie A,31-197,1993,2024-25,13,6,592,6.6,2,0,1.3,1.3,0.0,1.3,3,9,5,0.0,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Armin Gigovic,baBIH,MF,Holstein Kiel,Bundesliga,23-021,2002,2024-25,29,21,1744,19.4,5,1,1.6,1.6,1.9,3.5,36,48,42,0.1,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Bryan Gil,esESP,"FW,MF",Girona,La Liga,24-075,2001,2024-25,25,21,1721,19.1,3,3,2.3,2.3,2.9,5.2,76,74,210,0.15,0.27,0.27,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mario Gila,esESP,DF,Lazio,Serie A,24-241,2000,2024-25,27,27,2361,26.2,1,0,0.9,0.9,0.5,1.4,41,124,9,0.02,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Billy Gilmour,sctSCO,MF,Brighton,gPremier League,23-320,2001,2024-25,2,1,98,1.1,0,0,0.1,0.1,0.0,0.1,2,11,2,0.0,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Billy Gilmour,sctSCO,MF,Napoli,Serie A,23-320,2001,2024-25,21,11,899,10.0,0,1,0.2,0.2,1.5,1.7,9,59,11,0.15,0.17,0.17,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Benedikt Gimber,deGER,DF,Heidenheim,Bundesliga,28-067,1997,2024-25,29,29,2446,27.2,0,0,0.7,0.7,0.3,1.0,7,40,6,0.01,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Santiago Giménez,mxMEX,FW,Milan,Serie A,24-009,2001,2024-25,10,6,575,6.4,2,1,3.5,2.7,0.7,3.4,11,5,28,0.1,0.65,0.53,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gvidas Gineitis,ltLTU,MF,Torino,Serie A,21-012,2004,2024-25,26,12,1188,13.2,3,1,1.1,1.1,1.8,3.0,13,30,38,0.14,0.23,0.23,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Matthias Ginter,deGER,DF,Freiburg,Bundesliga,31-098,1994,2024-25,29,25,2291,25.5,2,0,2.7,2.7,0.6,3.2,10,104,15,0.02,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jamie Gittens,engENG,"FW,MF",Dortmund,Bundesliga,20-262,2004,2024-25,29,20,1700,18.9,8,3,3.6,3.6,2.5,6.1,111,41,171,0.13,0.32,0.32,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Serge Gnabry,deGER,"FW,MF",Bayern Munich,Bundesliga,29-287,1995,2024-25,24,11,1058,11.8,6,4,6.8,6.0,4.9,10.9,39,45,138,0.41,0.99,0.93,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ben Godfrey,engENG,DF,Ipswich Town,gPremier League,27-102,1998,2024-25,3,2,159,1.8,0,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ben Godfrey,engENG,DF,Atalanta,Serie A,27-102,1998,2024-25,1,0,23,0.3,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Martial Godo,engENG,FW,Fulham,gPremier League,22-044,2003,2024-25,1,0,16,0.2,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Saba Goglichidze,geGEO,DF,Empoli,Serie A,20-306,2004,2024-25,29,26,2280,25.3,0,0,0.3,0.3,0.1,0.4,11,38,7,0.0,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Edoardo Goldaniga,itITA,DF,Como,Serie A,31-176,1993,2024-25,28,24,2172,24.1,1,0,2.2,2.2,0.1,2.3,17,63,7,0.01,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pierluigi Gollini,itITA,GK,Genoa,Serie A,30-040,1995,2024-25,7,7,630,7.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Aleksandr Golovin,ruRUS,"MF,FW",Monaco,Ligue 1,28-332,1996,2024-25,19,13,1153,12.8,3,0,2.3,2.3,2.4,4.7,39,112,72,0.19,0.37,0.37,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
André Gomes,ptPOR,MF,Lille,Ligue 1,31-271,1993,2024-25,19,15,1199,13.3,0,0,0.5,0.5,0.7,1.3,16,95,27,0.05,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Angel Gomes,engENG,MF,Lille,Ligue 1,24-239,2000,2024-25,14,10,736,8.2,1,1,1.7,0.9,2.1,3.0,15,49,47,0.26,0.47,0.37,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
João Gomes,brBRA,MF,Wolves,gPremier League,24-074,2001,2024-25,32,32,2691,29.9,3,1,2.7,2.7,1.1,3.9,53,146,66,0.04,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Rodrigo Gomes,ptPOR,"DF,FW",Wolves,gPremier League,21-294,2003,2024-25,21,6,647,7.2,2,0,0.6,0.6,0.9,1.5,22,24,64,0.13,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Toti Gomes,ptPOR,DF,Wolves,gPremier League,26-101,1999,2024-25,27,26,2254,25.0,0,1,0.7,0.7,0.9,1.7,21,67,13,0.04,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Carlos Gómez,coCOL,"MF,FW",Rennes,Ligue 1,22-227,2002,2024-25,15,2,350,3.9,2,0,0.2,0.2,0.2,0.5,8,9,44,0.06,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dani Gómez,esESP,FW,Valencia,La Liga,26-271,1998,2024-25,14,5,532,5.9,2,0,2.7,2.7,0.0,2.7,3,6,24,0.01,0.46,0.46,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Diego Gómez,pyPAR,MF,Brighton,gPremier League,22-031,2003,2024-25,12,4,440,4.9,0,0,0.4,0.4,0.5,0.9,5,20,14,0.1,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Joe Gomez,engENG,DF,Liverpool,gPremier League,27-339,1997,2024-25,9,6,519,5.8,0,0,0.3,0.3,0.1,0.4,5,35,2,0.02,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Moi Gómez,esESP,"MF,FW",Osasuna,La Liga,30-308,1994,2024-25,24,5,748,8.3,0,0,0.5,0.5,0.8,1.2,12,46,15,0.09,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sergi Gómez,esESP,DF,Espanyol,La Liga,33-030,1992,2024-25,11,6,652,7.2,0,0,0.3,0.3,0.0,0.3,0,8,1,0.0,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sergio Gómez,esESP,"MF,DF",Real Sociedad,La Liga,24-235,2000,2024-25,32,28,2477,27.5,2,5,1.3,1.3,8.1,9.4,39,88,145,0.3,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Unai Gómez,esESP,"MF,FW",Athletic Club,La Liga,21-337,2003,2024-25,27,11,1023,11.4,1,2,1.3,1.3,0.8,2.1,14,21,38,0.07,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Tidiam Gomis,frFRA,"MF,DF",RB Leipzig,Bundesliga,18-262,2006,2024-25,6,0,82,0.9,0,1,0.2,0.2,0.3,0.5,2,2,10,0.32,0.56,0.56,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Fabio González,esESP,MF,Las Palmas,La Liga,28-074,1997,2024-25,2,0,53,0.6,0,0,0.1,0.1,0.0,0.1,0,6,0,0.0,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Nicolás González,esESP,MF,Manchester City,gPremier League,23-114,2002,2024-25,8,8,647,7.2,0,0,0.3,0.3,0.1,0.3,5,46,10,0.01,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Nicolás González,arARG,"FW,MF",Juventus,Serie A,27-021,1998,2024-25,21,18,1386,15.4,1,2,2.8,2.8,1.0,3.9,34,56,103,0.07,0.25,0.25,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Peter González,doDOM,"MF,FW",Getafe,La Liga,22-276,2002,2024-25,14,1,380,4.2,0,0,1.1,1.1,0.1,1.2,6,5,28,0.03,0.28,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Urko González,esESP,MF,Espanyol,La Liga,24-038,2001,2024-25,11,10,864,9.6,0,1,0.0,0.0,0.4,0.4,8,37,3,0.04,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Urko González,esESP,MF,Real Sociedad,La Liga,24-038,2001,2024-25,1,1,45,0.5,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Anthony Gordon,engENG,FW,Newcastle Utd,gPremier League,24-062,2001,2024-25,30,25,2200,24.4,6,5,8.0,6.4,4.9,11.3,109,92,194,0.2,0.53,0.46,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Leon Goretzka,deGER,MF,Bayern Munich,Bundesliga,30-080,1995,2024-25,23,12,1181,13.1,4,1,2.6,2.6,1.4,3.9,33,113,26,0.1,0.3,0.3,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mathieu Gorgelin,frFRA,GK,Le Havre,Ligue 1,34-265,1990,2024-25,13,13,1170,13.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Andoni Gorosabel,esESP,DF,Athletic Club,La Liga,28-266,1996,2024-25,18,15,1310,14.6,0,2,0.3,0.3,1.7,2.1,15,48,52,0.12,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Robin Gosens,deGER,DF,Fiorentina,Serie A,30-296,1994,2024-25,27,24,2122,23.6,5,4,1.6,1.6,2.0,3.6,26,87,68,0.09,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Robin Gosens,deGER,DF,Union Berlin,Bundesliga,30-296,1994,2024-25,1,1,90,1.0,0,0,0.0,0.0,0.1,0.2,1,4,5,0.13,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mario Götze,deGER,"MF,FW",Eint Frankfurt,Bundesliga,32-328,1992,2024-25,24,18,1542,17.1,3,2,2.9,2.9,3.1,6.0,29,88,96,0.18,0.35,0.35,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Amine Gouiri,dzALG,"FW,MF",Marseille,Ligue 1,25-070,2000,2024-25,10,8,720,8.0,4,3,5.6,5.6,3.0,8.6,14,16,78,0.38,1.07,1.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Amine Gouiri,dzALG,"MF,FW",Rennes,Ligue 1,25-070,2000,2024-25,19,11,1037,11.5,3,2,3.5,3.5,0.4,3.9,22,46,63,0.03,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lucas Gourna-Douath,frFRA,MF,Roma,Serie A,21-265,2003,2024-25,3,2,167,1.9,0,0,0.1,0.1,0.0,0.1,2,7,7,0.02,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jeffrey Gouweleeuw,nlNED,DF,Augsburg,Bundesliga,33-291,1991,2024-25,30,30,2674,29.7,1,4,1.4,0.6,1.9,2.5,19,114,15,0.06,0.11,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kamil Grabara,plPOL,GK,Wolfsburg,Bundesliga,26-109,1999,2024-25,26,26,2315,25.7,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jonathan Gradit,frFRA,DF,Lens,Ligue 1,32-154,1992,2024-25,21,20,1752,19.5,0,0,0.8,0.8,0.7,1.5,15,111,4,0.04,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
José Gragera,esESP,MF,Espanyol,La Liga,24-148,2000,2024-25,10,7,569,6.3,0,0,0.0,0.0,0.0,0.1,1,14,3,0.0,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Samuel Grandsir,frFRA,"MF,FW",Le Havre,Ligue 1,28-256,1996,2024-25,6,0,84,0.9,0,0,0.0,0.0,0.6,0.6,5,6,5,0.67,0.67,0.67,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alberto Grassi,itITA,MF,Empoli,Serie A,30-051,1995,2024-25,24,23,1877,20.9,1,0,1.0,1.0,0.8,1.8,15,62,20,0.04,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ryan Gravenberch,nlNED,MF,Liverpool,gPremier League,22-346,2002,2024-25,33,33,2831,31.5,0,3,1.0,1.0,2.8,3.8,62,160,54,0.09,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Archie Gray,engENG,"DF,MF",Tottenham,gPremier League,19-046,2006,2024-25,23,14,1346,15.0,0,0,0.0,0.0,0.1,0.1,5,31,15,0.01,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jack Grealish,engENG,"FW,MF",Manchester City,gPremier League,29-229,1995,2024-25,19,7,720,8.0,1,1,1.1,1.1,1.8,3.0,69,52,118,0.23,0.37,0.37,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jacob Greaves,engENG,DF,Ipswich Town,gPremier League,24-227,2000,2024-25,21,21,1845,20.5,1,0,1.2,1.2,0.0,1.3,6,51,7,0.0,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mason Greenwood,engENG,"MF,FW",Marseille,Ligue 1,23-208,2001,2024-25,30,28,2454,27.3,18,3,14.0,8.3,4.7,13.0,111,136,252,0.17,0.68,0.48,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Michael Gregoritsch,atAUT,FW,Freiburg,Bundesliga,31-009,1994,2024-25,19,5,622,6.9,2,1,1.8,1.8,0.4,2.2,6,19,36,0.06,0.32,0.32,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dominik Greif,skSVK,GK,Mallorca,La Liga,28-021,1997,2024-25,27,27,2430,27.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Antoine Griezmann,frFRA,"FW,MF",Atlético Madrid,La Liga,34-037,1991,2024-25,33,27,2278,25.3,8,6,6.4,4.9,6.1,11.0,43,131,156,0.24,0.5,0.43,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Vincenzo Grifo,itITA,"FW,MF",Freiburg,Bundesliga,32-020,1993,2024-25,31,28,2179,24.2,8,10,7.8,5.4,6.2,11.6,56,120,139,0.25,0.58,0.48,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Florian Grillitsch,atAUT,MF,Valladolid,La Liga,29-263,1995,2024-25,9,6,461,5.1,0,0,0.1,0.1,0.6,0.7,6,33,4,0.12,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Florian Grillitsch,atAUT,MF,Hoffenheim,Bundesliga,29-263,1995,2024-25,8,8,601,6.7,0,0,0.2,0.2,0.2,0.3,4,44,4,0.03,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Álex Grimaldo,esESP,"DF,MF",Leverkusen,Bundesliga,29-219,1995,2024-25,29,28,2432,27.0,2,6,2.4,2.4,7.5,9.9,78,145,232,0.28,0.37,0.37,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pascal Groß,deGER,"MF,DF",Dortmund,Bundesliga,33-316,1991,2024-25,28,26,2165,24.1,0,7,2.4,2.4,4.4,6.7,38,168,113,0.18,0.28,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Brajan Gruda,deGER,"FW,MF",Brighton,gPremier League,20-331,2004,2024-25,17,6,507,5.6,0,3,0.4,0.4,1.2,1.6,16,17,47,0.22,0.29,0.29,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marco Grüll,atAUT,"FW,MF",Werder Bremen,Bundesliga,26-295,1998,2024-25,26,12,1077,12.0,6,1,4.0,4.0,1.6,5.6,20,32,84,0.13,0.47,0.47,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Albert Grønbaek,dkDEN,"FW,MF",Southampton,gPremier League,23-339,2001,2024-25,4,2,143,1.6,0,0,0.1,0.1,0.0,0.1,1,1,3,0.01,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Albert Grønbaek,dkDEN,"MF,FW",Rennes,Ligue 1,23-339,2001,2024-25,16,9,813,9.0,2,1,1.5,1.5,1.0,2.5,23,30,58,0.12,0.28,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Vicente Guaita,esESP,GK,Celta Vigo,La Liga,38-107,1987,2024-25,29,29,2610,29.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sergi Guardiola,esESP,FW,Rayo Vallecano,La Liga,33-333,1991,2024-25,14,1,336,3.7,0,0,2.4,2.4,0.1,2.5,1,3,20,0.03,0.67,0.67,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Nemanja Gudelj,rsSRB,"MF,DF",Sevilla,La Liga,33-162,1991,2024-25,26,24,2156,24.0,0,1,0.5,0.5,0.6,1.1,10,48,5,0.02,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
